"","elpd_diff","se_diff","elpd_loo","se_elpd_loo","p_loo","se_p_loo","looic","se_looic"
"l8.1",0,0,-244.006825885861,17.2998746650474,12.5281399076545,1.22886806908883,488.013651771722,34.5997493300948
"l4.2",-1.59628108356899,3.59312784939163,-245.60310696943,16.5610009530445,6.41440418044794,0.76993182627736,491.20621393886,33.122001906089
"l1",-69.5706912341054,10.2946065973396,-313.577517119966,15.7525193745891,1.63738676364486,0.250852870685409,627.155034239932,31.5050387491783
