"","elpd_diff","se_diff","elpd_loo","se_elpd_loo","p_loo","se_p_loo","looic","se_looic"
"f5.1",0,0,-820.626370300882,33.2382921590506,32.9876799045667,4.37393589182749,1641.25274060176,66.4765843181013
"f8.1",-9.75716281019549,4.11649574222555,-830.383533111077,33.1914828981841,39.2616118629492,4.32045425900263,1660.76706622215,66.3829657963681
"f1",-196.493084953197,21.0672784048328,-1017.11945525408,29.3481309397642,5.14848887964349,0.480791368672068,2034.23891050816,58.6962618795283
