"","elpd_diff","se_diff","elpd_loo","se_elpd_loo","p_loo","se_p_loo","looic","se_looic"
"c10.1",0,0,-391.613104193805,16.3909603307734,26.7637424061786,3.47927399916834,783.22620838761,32.7819206615469
"c8.1",-2.70803840541719,2.10826191343116,-394.321142599222,16.4538431796917,26.8060144611816,3.89682077778568,788.642285198444,32.9076863593834
"c1",-42.5871734750643,8.45799417143566,-434.200277668869,12.5606119547085,1.94286981927593,0.125221465526016,868.400555337738,25.121223909417
