"model","predictors","elpd","elpd_se","elpd_loo","elpd_loo_se","p_loo_loo","p_loo_loo_se","pareto_k_max","F_score","MCC","n_correct_test","n_correct_train","percent_pos","percent_neg","percent_total","elpd_diff","elpd_diff_se","elpd_diff_loo","elpd_diff_se_loo","elpd_diff_best","elpd_diff_best_se","percent_test","percent_train","n_correct_test_adj","n_correct_train_adj","percent_test_adj","percent_train_adj"
"c5.1","dpi_idx, age_idx, tg_idx, cell_idx",-397.09269386435,14.6342357821103,-422.050484436602,17.2077095052389,33.74742626208,5.98634135948497,0.30379543599673,0.638297872340426,0.539251644058651,584,5331,57.5079872204473,92.3655913978495,83.5880933226066,-20.1306783325581,7.57943517929135,-32.1079444194891,7.52863001031042,-18.5074127264837,6.46293921840145,75.3548387096774,76.4301075268817,1039,9426,83.5880933226066,84.2585143470099
"c5.2","dpi_idx, age_idx, tg_idx, assay_idx",-394.54223633692,14.8164862933166,-414.003645421734,16.5490075834826,27.165371654854,4.70438671286579,0.174451355170317,0.655971479500891,0.563740126378747,595,5363,58.7859424920128,93.1182795698925,84.473049074819,-17.5802208051286,7.13289945607656,-24.0611054046221,5.77896091772279,-15.9569551990542,6.03330184214738,76.7741935483871,76.8888888888889,1050,9458,84.473049074819,84.5445606507553
"c5.3","dpi_idx, age_idx, tg_idx, log10_dose_pfu",-397.351937395144,14.8467550187405,-420.726244775002,17.1293848450758,31.0960971844903,5.58512939568413,0.247692144208964,0.642728904847397,0.548571478445045,589,5289,57.1884984025559,93.010752688172,83.9903459372486,-20.3899218633521,7.89700288674021,-30.7837047578893,6.80412886260408,-18.7666562572776,7.07493449823645,76,75.8279569892473,1044,9384,83.9903459372486,83.8830785733441
"c5.4","dpi_idx, age_idx, tg_idx, st_idx",-397.073366711836,14.7670156661101,-418.743304774792,16.794115148401,29.6297912800208,5.17867332780171,0.376167206131688,0.640569395017794,0.543200237546832,586,5296,57.5079872204473,92.5806451612903,83.7489943684634,-20.1113511800445,7.52215131693846,-28.8007647576788,6.35836550534646,-18.48808557397,6.58527655799017,75.6129032258064,75.9283154121864,1041,9391,83.7489943684634,83.9456512022884
"c5.5","dpi_idx, age_idx, tg_idx, sp_idx",-395.892015370776,14.7143359882664,-415.931571022775,16.49851729261,28.0212187710075,4.66801813582008,0.219274459678687,0.652557319223986,0.556380889828396,591,5299,59.1054313099042,92.5806451612903,84.1512469831054,-18.9299998389847,7.20373732437003,-25.9890310056627,5.70029961553514,-17.3067342329102,6.2986101114831,76.258064516129,75.9713261648746,1046,9394,84.1512469831054,83.9724680432645
"c5.6","dpi_idx, age_idx, tg_idx, sex_idx",-395.253857690215,14.7855400055446,-415.169759998712,16.5643263372214,27.7766461652351,4.81050113651817,0.262251989245054,0.646428571428571,0.551831348006875,590,5308,57.8274760383387,92.9032258064516,84.070796460177,-18.2918421584235,6.87253550727013,-25.2272199815989,5.61534906267708,-16.6685765523491,7.37904353403509,76.1290322580645,76.1003584229391,1045,9403,84.070796460177,84.0529185661929
"c6.1","dpi_idx, age_idx, tg_idx, assay_idx, cell_idx",-396.027313888069,14.8310202122827,-417.764156807607,16.8863030474793,30.9887502407121,5.18933069671704,0.182644452813327,0.648936170212766,0.553102800789364,590,5388,58.4664536741214,92.6881720430108,84.070796460177,-19.0652983562771,7.22741750690172,-27.8216167904947,6.4847691535329,-17.4420327502026,6.06996878449909,76.1290322580645,77.247311827957,1045,9483,84.070796460177,84.7680343255565
"c6.2","dpi_idx, age_idx, tg_idx, assay_idx, log10_dose_pfu",-393.747735873707,15.154516200855,-413.019941185823,16.8510496669592,27.7548411507982,4.70562894024837,0.255528744912903,0.640429338103757,0.544541812691007,587,5336,57.1884984025559,92.7956989247312,83.8294448913918,-16.7857203419152,7.12728868816192,-23.0774011687103,5.49874591129936,-15.1624547358407,6.24776885757766,75.741935483871,76.5017921146953,1042,9431,83.8294448913918,84.3032090819701
"c6.3","dpi_idx, age_idx, tg_idx, assay_idx, st_idx",-395.504595801544,14.8952368584118,-414.628126358015,16.5985572684509,28.0117214439481,4.71428227351477,0.214729013115811,0.651327433628319,0.555732032055764,591,5372,58.7859424920128,92.6881720430108,84.1512469831054,-18.5425802697522,7.10841892180636,-24.6855863409018,5.76474406429374,-16.9193146636778,6.02819251580195,76.258064516129,77.0179211469534,1046,9467,84.1512469831054,84.6250111736837
"c6.4","dpi_idx, age_idx, tg_idx, assay_idx, sp_idx",-384.839056594284,14.7443149603568,-395.110735451058,15.4036088142059,18.7907726326397,2.47091664602997,0.190505062939333,0.665499124343257,0.571418261957834,597,5399,60.702875399361,92.6881720430108,84.6339501206758,-7.8770410624926,5.10593825533008,-5.16819543394566,2.86840168876138,-6.25377545641811,3.77089563912443,77.0322580645161,77.405017921147,1052,9494,84.6339501206758,84.8663627424689
"c6.5","dpi_idx, age_idx, tg_idx, assay_idx, sex_idx",-393.031936578277,14.9297054511045,-409.447913541596,16.2807173377029,25.368765870821,4.09531736146097,0.296588088761106,0.647686832740214,0.552462020847186,590,5343,58.14696485623,92.7956989247312,84.070796460177,-16.0699210464851,6.08346266747366,-19.5053735244836,4.60306490183451,-14.4466554404106,6.68049020205339,76.1290322580645,76.6021505376344,1045,9438,84.070796460177,84.3657817109145
"c7.1","dpi_idx, age_idx, tg_idx, assay_idx, sp_idx, cell_idx",-386.463185698193,14.6941793923167,-398.176521517061,15.4865886639296,21.8966771968146,2.80299177565263,0.262819573508983,0.660869565217391,0.563617121734988,593,5415,60.702875399361,92.258064516129,84.3121480289622,-9.50117016640195,5.15487990515023,-8.23398149994986,3.39182991852752,-7.87790456032747,3.83002153245301,76.5161290322581,77.6344086021505,1048,9510,84.3121480289622,85.0093858943416
"c7.2","dpi_idx, age_idx, tg_idx, assay_idx, sp_idx, log10_dose_pfu",-382.139831971534,15.0573357597491,-392.1380360825,15.6786783742275,19.3557432809218,2.45243035824849,0.22688545572136,0.670194003527337,0.579364195114987,601,5427,60.702875399361,93.1182795698925,84.9557522123894,-5.17781643974246,4.83401764564441,-2.19549606538743,1.65343012222052,-3.55455083366797,3.85426864829008,77.5483870967742,77.8064516129032,1056,9522,84.9557522123894,85.1166532582462
"c7.3","dpi_idx, age_idx, tg_idx, assay_idx, sp_idx, st_idx",-385.220169304813,14.8505650738165,-394.819408016323,15.4326281856584,19.4056561269598,2.36005976946354,0.302511904320476,0.659685863874346,0.562942788024015,593,5398,60.3833865814696,92.3655913978495,84.3121480289622,-8.25815377302126,5.12067401546471,-4.87686799921036,2.82862717496814,-6.63488816694678,3.89798545809728,76.5161290322581,77.3906810035842,1048,9493,84.3121480289622,84.8574237954769
"c7.4","dpi_idx, age_idx, tg_idx, assay_idx, sp_idx, sex_idx",-382.684419193403,14.8596543378588,-390.874242508626,15.3499705058468,17.9644748534083,2.06243652825414,0.297317699580573,0.666666666666667,0.573390948114516,598,5444,60.702875399361,92.7956989247312,84.7144006436042,-5.72240366161168,3.80927438500028,-0.931702491513251,1.584319287684,-4.0991380555372,5.10609807181276,77.1612903225806,78.0501792114695,1053,9539,84.7144006436042,85.2686153571109
"c8.1","dpi_idx, age_idx, tg_idx, assay_idx, sp_idx, log10_dose_pfu, cell_idx",-378.585281137866,15.1156965244592,-394.321142599222,16.4538431796917,26.8060144611816,3.89682077778568,0.239103251450374,0.666666666666667,0.573390948114516,598,5457,60.702875399361,92.7956989247312,84.7144006436042,-1.62326560607448,3.25393283438176,-4.37860258210947,4.10986018826328,0,0,77.1612903225806,78.236559139785,1053,9552,84.7144006436042,85.3848216680075
"c8.2","dpi_idx, age_idx, tg_idx, assay_idx, sp_idx, log10_dose_pfu, st_idx",-382.733522827463,15.1437052784635,-391.925656888784,15.7351874061908,19.9306815468318,2.36421656374399,0.380709062020551,0.669026548672566,0.578783065046678,601,5435,60.3833865814696,93.2258064516129,84.9557522123894,-5.7715072956716,4.875618632016,-1.98311687167111,1.61702788462073,-4.14824168959711,3.98572341235423,77.5483870967742,77.921146953405,1056,9530,84.9557522123894,85.1881648341825
"c8.3","dpi_idx, age_idx, tg_idx, assay_idx, sp_idx, log10_dose_pfu, sex_idx",-381.535946044187,15.1433402213065,-389.942540017113,15.6303559563574,18.965040673897,2.15903739346384,0.251462641331143,0.664298401420959,0.573588919903668,599,5429,59.7444089456869,93.2258064516129,84.7948511665326,-4.57393051239586,4.14322812543402,0,0,-2.95066490632138,5.07006458145804,77.2903225806452,77.8351254480287,1054,9524,84.7948511665326,85.1345311522303
"c9.1","dpi_idx, age_idx, tg_idx, assay_idx, sp_idx, log10_dose_pfu, cell_idx, st_idx",-379.29431884851,15.2018405721266,-394.685396327167,16.506785872478,27.5268855442366,3.87434099421886,0.26315693351267,0.672473867595819,0.579206343433085,600,5468,61.6613418530351,92.6881720430108,84.875301689461,-2.33230331671831,3.29926623647073,-4.74285631005465,4.04631483725112,-0.709037710643827,0.869850601055001,77.4193548387097,78.3942652329749,1055,9563,84.875301689461,85.48315008492
"c9.2","dpi_idx, age_idx, tg_idx, assay_idx, sp_idx, log10_dose_pfu, cell_idx, sex_idx",-376.962015531791,15.1999950671996,-390.703237263923,16.3126127367821,25.5990265017397,3.44946577417327,0.225977879529014,0.664323374340949,0.570789464983056,597,5500,60.3833865814696,92.7956989247312,84.6339501206758,0,0,-0.760697246810532,3.27101421570018,1.62326560607448,3.25393283438176,77.0322580645161,78.8530465949821,1052,9595,84.6339501206758,85.7691963886654
"c10.1","dpi_idx, age_idx, tg_idx, assay_idx, sp_idx, log10_dose_pfu, cell_idx, sex_idx, st_idx",-377.829891875764,15.2829680617834,-391.613104193805,16.3909603307734,26.7637424061786,3.47927399916834,0.26474607307107,0.664310954063604,0.572167160342241,598,5503,60.0638977635783,93.010752688172,84.7144006436042,-0.867876343972455,0.809250613463417,-1.67056417669228,3.28964213238289,0.755389262102028,3.41518451555858,77.1612903225806,78.8960573476703,1053,9598,84.7144006436042,85.7960132296415
